time_since_cooked_hours,storage_location,acidity_source,consistency,cumulative_time_in_danger_zone_hours,storage_container,observed_odor_score,dal_state
130,Refrigerator,Tomatoes,Medium,3,Open to air,1,1
85,Refrigerator,None (plain dal),Thick (low water),4,Airtight,0,1
90,Refrigerator,Tomatoes,Thick (low water),2,Covered (not airtight),0,0
151,Refrigerator,None (plain dal),Watery (thin),3,Open to air,2,2
88,Refrigerator,None (plain dal),Medium,2,Airtight,0,1
156,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
89,Refrigerator,Tomatoes,Medium,6,Airtight,0,1
95,Refrigerator,Tomatoes,Watery (thin),1,Airtight,0,1
100,Room Temperature,Tomatoes,Medium,100,Airtight,4,3
109,Refrigerator,Tomatoes,Medium,2,Airtight,0,1
45,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,0
74,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Covered (not airtight),0,0
143,Refrigerator,Tomatoes,Thick (low water),4,Covered (not airtight),0,1
20,Room Temperature,None (plain dal),Watery (thin),20,Open to air,4,3
112,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,0
159,Refrigerator,None (plain dal),Thick (low water),6,Covered (not airtight),3,2
112,Refrigerator,None (plain dal),Thick (low water),3,Covered (not airtight),0,1
166,Room Temperature,Tomatoes,Thick (low water),166,Covered (not airtight),3,3
22,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,0
28,Refrigerator,None (plain dal),Watery (thin),6,Airtight,1,1
79,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Covered (not airtight),0,0
5,Refrigerator,Tomatoes,Medium,5,Covered (not airtight),0,1
160,Refrigerator,Tomatoes,Medium,6,Airtight,1,1
103,Refrigerator,None (plain dal),Medium,1,Airtight,0,1
95,Refrigerator,None (plain dal),Thick (low water),1,Airtight,1,1
148,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,1
20,Refrigerator,Tomatoes,Thick (low water),2,Covered (not airtight),0,0
12,Refrigerator,Tomatoes,Medium,6,Airtight,0,1
4,Refrigerator,Tomatoes,Watery (thin),2,Covered (not airtight),0,0
146,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),2,Open to air,0,0
125,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
42,Refrigerator,None (plain dal),Watery (thin),2,Airtight,0,1
101,Refrigerator,None (plain dal),Medium,1,Airtight,0,1
95,Room Temperature,Tomatoes,Watery (thin),95,Airtight,4,3
160,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Airtight,0,0
80,Refrigerator,Tomatoes,Medium,3,Airtight,0,1
127,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,0
71,Refrigerator,None (plain dal),Medium,1,Covered (not airtight),0,1
159,Refrigerator,Tomatoes,Thick (low water),1,Airtight,1,1
85,Refrigerator,Tomatoes,Medium,2,Open to air,0,0
113,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,6,Covered (not airtight),0,1
146,Refrigerator,None (plain dal),Thick (low water),1,Covered (not airtight),1,1
106,Refrigerator,Tomatoes,Medium,2,Open to air,0,1
151,Room Temperature,Tomatoes,Medium,151,Airtight,3,3
33,Refrigerator,None (plain dal),Thick (low water),2,Covered (not airtight),0,0
65,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
118,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
152,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,4,Covered (not airtight),0,1
29,Refrigerator,Tomatoes,Medium,6,Covered (not airtight),0,1
154,Refrigerator,Tomatoes,Watery (thin),1,Airtight,0,1
54,Refrigerator,Tomatoes,Watery (thin),2,Airtight,1,1
166,Refrigerator,None (plain dal),Watery (thin),3,Airtight,3,2
9,Refrigerator,None (plain dal),Medium,1,Airtight,0,0
116,Refrigerator,None (plain dal),Watery (thin),4,Covered (not airtight),2,2
118,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Open to air,0,0
147,Refrigerator,Tomatoes,Watery (thin),1,Airtight,0,1
14,Refrigerator,None (plain dal),Medium,1,Airtight,0,0
132,Refrigerator,None (plain dal),Thick (low water),2,Airtight,0,1
115,Refrigerator,None (plain dal),Watery (thin),1,Airtight,1,1
98,Refrigerator,Tomatoes,Medium,3,Covered (not airtight),0,1
70,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
99,Refrigerator,Tomatoes,Medium,4,Airtight,1,1
18,Refrigerator,Tomatoes,Thick (low water),2,Covered (not airtight),0,0
100,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),1,1
88,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,0
22,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,0
153,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,1
69,Room Temperature,Tomatoes,Medium,69,Covered (not airtight),3,3
44,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
44,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
122,Refrigerator,Tomatoes,Medium,1,Airtight,0,1
54,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Airtight,0,0
27,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,0
126,Refrigerator,Tomatoes,Watery (thin),6,Covered (not airtight),2,2
116,Refrigerator,Tomatoes,Medium,2,Open to air,0,1
54,Refrigerator,None (plain dal),Watery (thin),4,Airtight,0,1
149,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),4,Airtight,0,1
160,Refrigerator,None (plain dal),Medium,1,Airtight,0,1
96,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
59,Refrigerator,Tomatoes,Watery (thin),2,Airtight,0,0
7,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,0
4,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),4,Covered (not airtight),0,1
30,Refrigerator,None (plain dal),Medium,2,Airtight,0,0
147,Refrigerator,Tomatoes,Watery (thin),3,Covered (not airtight),0,1
95,Room Temperature,Tomatoes,Thick (low water),95,Covered (not airtight),3,3
168,Refrigerator,Tomatoes,Watery (thin),3,Covered (not airtight),0,1
35,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Covered (not airtight),0,0
151,Room Temperature,Tomatoes,Medium,151,Airtight,3,3
150,Refrigerator,Tomatoes,Watery (thin),1,Covered (not airtight),1,1
101,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,0
145,Refrigerator,Tomatoes,Medium,6,Covered (not airtight),0,1
18,Refrigerator,Tomatoes,Thick (low water),3,Covered (not airtight),0,0
33,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Covered (not airtight),0,0
76,Refrigerator,None (plain dal),Medium,1,Airtight,0,1
98,Refrigerator,Tomatoes,Watery (thin),4,Open to air,0,1
137,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Airtight,2,1
100,Refrigerator,None (plain dal),Thick (low water),2,Open to air,0,1
36,Refrigerator,None (plain dal),Thick (low water),3,Open to air,0,0
112,Refrigerator,Tomatoes,Thick (low water),1,Covered (not airtight),0,0
30,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),3,Airtight,0,0
82,Refrigerator,None (plain dal),Medium,1,Covered (not airtight),0,1
73,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
10,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
80,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Airtight,0,0
69,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Airtight,0,0
111,Refrigerator,None (plain dal),Thick (low water),6,Open to air,0,1
19,Refrigerator,Tomatoes,Watery (thin),2,Airtight,0,0
164,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,1
17,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),3,Airtight,0,0
93,Refrigerator,None (plain dal),Thick (low water),1,Airtight,0,0
51,Refrigerator,None (plain dal),Thick (low water),3,Airtight,0,0
22,Refrigerator,Tomatoes,Watery (thin),2,Covered (not airtight),0,0
127,Refrigerator,None (plain dal),Medium,2,Airtight,1,1
135,Refrigerator,Tomatoes,Medium,1,Airtight,0,1
107,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Covered (not airtight),0,0
43,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Airtight,0,0
34,Room Temperature,Tomatoes,Medium,34,Open to air,4,3
137,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),3,Airtight,2,1
117,Room Temperature,Tomatoes,Watery (thin),117,Airtight,4,3
44,Refrigerator,None (plain dal),Watery (thin),1,Airtight,0,0
122,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,0
119,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,1
110,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,0
106,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,3,Airtight,0,0
144,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),144,Covered (not airtight),3,3
114,Refrigerator,None (plain dal),Medium,2,Covered (not airtight),1,1
69,Refrigerator,None (plain dal),Thick (low water),1,Airtight,0,0
89,Refrigerator,Tomatoes,Medium,3,Open to air,1,1
128,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
4,Room Temperature,None (plain dal),Watery (thin),4,Covered (not airtight),0,1
28,Refrigerator,None (plain dal),Watery (thin),1,Covered (not airtight),0,0
167,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,1
157,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,1
143,Refrigerator,Tomatoes,Medium,1,Airtight,1,1
11,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Airtight,0,0
62,Refrigerator,Tomatoes,Watery (thin),1,Covered (not airtight),0,0
81,Room Temperature,None (plain dal),Watery (thin),81,Airtight,4,3
79,Refrigerator,None (plain dal),Medium,2,Airtight,2,1
65,Room Temperature,None (plain dal),Watery (thin),65,Airtight,3,3
79,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),6,Airtight,0,1
73,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Covered (not airtight),0,0
124,Refrigerator,None (plain dal),Medium,2,Airtight,1,1
88,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
19,Refrigerator,Tomatoes,Thick (low water),3,Airtight,0,0
20,Refrigerator,Tomatoes,Medium,3,Covered (not airtight),0,0
95,Refrigerator,Tomatoes,Watery (thin),1,Covered (not airtight),0,1
48,Refrigerator,None (plain dal),Medium,3,Airtight,0,1
4,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Medium,4,Covered (not airtight),0,1
138,Room Temperature,Tomatoes,Watery (thin),138,Airtight,4,3
23,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,0
41,Refrigerator,None (plain dal),Medium,1,Covered (not airtight),0,0
48,Refrigerator,Tomatoes,Watery (thin),2,Covered (not airtight),0,0
110,Refrigerator,None (plain dal),Watery (thin),2,Covered (not airtight),0,1
47,Refrigerator,None (plain dal),Medium,2,Covered (not airtight),1,1
96,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Covered (not airtight),0,0
9,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
2,Refrigerator,None (plain dal),Thick (low water),1,Airtight,0,0
65,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
21,Room Temperature,Tomatoes,Thick (low water),21,Airtight,0,1
112,Refrigerator,Tomatoes,Watery (thin),2,Airtight,2,1
8,Refrigerator,None (plain dal),Thick (low water),1,Airtight,0,0
25,Refrigerator,None (plain dal),Thick (low water),2,Covered (not airtight),0,0
109,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Airtight,0,0
107,Refrigerator,Tomatoes,Medium,2,Airtight,0,1
146,Refrigerator,None (plain dal),Medium,4,Airtight,3,2
95,Refrigerator,None (plain dal),Watery (thin),1,Covered (not airtight),0,1
122,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),122,Open to air,4,3
95,Refrigerator,None (plain dal),Thick (low water),4,Airtight,0,1
45,Room Temperature,Tomatoes,Watery (thin),45,Open to air,4,3
49,Refrigerator,Tomatoes,Watery (thin),3,Covered (not airtight),1,1
137,Refrigerator,None (plain dal),Medium,2,Airtight,0,1
117,Refrigerator,None (plain dal),Thick (low water),1,Airtight,1,1
84,Refrigerator,Tomatoes,Medium,2,Airtight,0,1
25,Refrigerator,Tomatoes,Thick (low water),3,Airtight,0,0
5,Refrigerator,Tomatoes,Thick (low water),4,Airtight,0,1
52,Refrigerator,Tomatoes,Thick (low water),1,Covered (not airtight),0,0
82,Refrigerator,Tomatoes,Watery (thin),2,Covered (not airtight),1,1
95,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,0
88,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,0
133,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),3,Covered (not airtight),1,1
162,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),4,Covered (not airtight),2,1
102,Room Temperature,Tomatoes,Medium,102,Airtight,4,3
39,Refrigerator,None (plain dal),Medium,1,Covered (not airtight),0,0
72,Refrigerator,None (plain dal),Medium,3,Airtight,2,1
136,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),4,Covered (not airtight),1,1
48,Room Temperature,None (plain dal),Medium,48,Airtight,3,3
23,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Airtight,0,0
155,Refrigerator,Tomatoes,Thick (low water),3,Airtight,0,1
16,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Covered (not airtight),0,0
55,Refrigerator,Tomatoes,Thick (low water),1,Covered (not airtight),0,0
72,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
86,Room Temperature,Tomatoes,Medium,86,Airtight,4,3
61,Refrigerator,Tomatoes,Medium,3,Covered (not airtight),0,1
58,Refrigerator,None (plain dal),Medium,3,Airtight,1,1
80,Refrigerator,Tomatoes,Watery (thin),4,Airtight,0,1
92,Room Temperature,None (plain dal),Medium,92,Airtight,4,3
163,Refrigerator,None (plain dal),Medium,4,Covered (not airtight),3,2
100,Room Temperature,Tomatoes,Thick (low water),100,Airtight,4,3
163,Refrigerator,Tomatoes,Watery (thin),4,Airtight,2,2
34,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
17,Refrigerator,Tomatoes,Thick (low water),3,Airtight,0,0
167,Refrigerator,Tomatoes,Medium,2,Airtight,1,1
114,Refrigerator,None (plain dal),Medium,3,Airtight,1,1
43,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,0
110,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,0
89,Refrigerator,None (plain dal),Medium,1,Airtight,0,1
105,Refrigerator,None (plain dal),Medium,2,Airtight,1,1
167,Refrigerator,Tomatoes,Watery (thin),1,Airtight,1,1
46,Refrigerator,None (plain dal),Medium,1,Covered (not airtight),0,0
53,Refrigerator,Tomatoes,Medium,3,Covered (not airtight),0,0
161,Refrigerator,Tomatoes,Watery (thin),3,Airtight,0,1
110,Refrigerator,Tomatoes,Medium,1,Airtight,1,1
57,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),6,Covered (not airtight),0,1
92,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Covered (not airtight),0,0
127,Refrigerator,None (plain dal),Thick (low water),1,Covered (not airtight),1,1
69,Refrigerator,None (plain dal),Medium,4,Airtight,0,1
114,Refrigerator,None (plain dal),Watery (thin),1,Covered (not airtight),0,1
100,Refrigerator,None (plain dal),Medium,1,Airtight,0,1
71,Room Temperature,None (plain dal),Medium,71,Airtight,4,3
79,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,0
40,Room Temperature,None (plain dal),Medium,40,Covered (not airtight),3,3
116,Refrigerator,None (plain dal),Medium,3,Covered (not airtight),2,1
114,Refrigerator,None (plain dal),Thick (low water),2,Airtight,0,1
136,Refrigerator,None (plain dal),Watery (thin),1,Open to air,3,2
5,Refrigerator,None (plain dal),Medium,2,Airtight,0,0
148,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),0,1
109,Room Temperature,Tomatoes,Medium,109,Covered (not airtight),4,3
154,Refrigerator,Tomatoes,Medium,1,Airtight,1,1
55,Room Temperature,Tomatoes,Watery (thin),55,Open to air,4,3
60,Refrigerator,Tomatoes,Thick (low water),3,Airtight,0,0
56,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Covered (not airtight),0,0
43,Refrigerator,None (plain dal),Thick (low water),1,Covered (not airtight),0,0
77,Refrigerator,None (plain dal),Medium,1,Open to air,1,1
114,Refrigerator,None (plain dal),Thick (low water),1,Airtight,1,1
114,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
119,Refrigerator,Tomatoes,Medium,3,Open to air,1,1
157,Room Temperature,None (plain dal),Thick (low water),157,Airtight,3,3
5,Refrigerator,Tomatoes,Thick (low water),4,Covered (not airtight),0,1
53,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Airtight,0,0
55,Refrigerator,Tomatoes,Medium,3,Airtight,0,0
36,Room Temperature,Tomatoes,Medium,36,Covered (not airtight),4,3
32,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
40,Refrigerator,Tomatoes,Watery (thin),2,Open to air,0,0
36,Refrigerator,Tomatoes,Medium,6,Covered (not airtight),2,1
74,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
58,Refrigerator,Tomatoes,Thick (low water),3,Airtight,0,0
144,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),1,1
156,Refrigerator,None (plain dal),Thick (low water),1,Covered (not airtight),0,1
155,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),3,Airtight,1,1
72,Refrigerator,Tomatoes,Medium,1,Open to air,0,0
164,Refrigerator,None (plain dal),Thick (low water),4,Airtight,0,1
22,Refrigerator,None (plain dal),Thick (low water),3,Airtight,0,0
16,Refrigerator,Tomatoes,Medium,1,Airtight,0,0
159,Refrigerator,None (plain dal),Watery (thin),2,Airtight,2,2
66,Room Temperature,Tomatoes,Watery (thin),66,Covered (not airtight),3,3
123,Refrigerator,None (plain dal),Medium,1,Airtight,0,1
49,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
49,Refrigerator,Tomatoes,Watery (thin),2,Airtight,0,0
66,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Medium,66,Airtight,4,3
133,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,0
107,Refrigerator,None (plain dal),Thick (low water),2,Open to air,0,1
118,Refrigerator,Tomatoes,Watery (thin),1,Covered (not airtight),0,1
100,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
18,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,0
127,Refrigerator,Tomatoes,Medium,3,Airtight,1,1
27,Refrigerator,Tomatoes,Thick (low water),2,Covered (not airtight),0,0
5,Refrigerator,Tomatoes,Thick (low water),4,Covered (not airtight),0,1
82,Refrigerator,Tomatoes,Thick (low water),3,Airtight,0,0
59,Refrigerator,Tomatoes,Thick (low water),4,Airtight,1,1
133,Room Temperature,Tomatoes,Medium,133,Covered (not airtight),3,3
34,Refrigerator,None (plain dal),Medium,4,Airtight,0,1
88,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),2,Open to air,0,0
137,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Airtight,2,1
93,Refrigerator,None (plain dal),Thick (low water),3,Airtight,0,1
80,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),4,Airtight,1,1
52,Refrigerator,Tomatoes,Watery (thin),2,Open to air,0,0
142,Refrigerator,Tomatoes,Thick (low water),2,Covered (not airtight),0,0
11,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,0
133,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Open to air,0,1
43,Refrigerator,None (plain dal),Medium,1,Airtight,0,0
28,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,4,Airtight,0,1
158,Refrigerator,None (plain dal),Medium,1,Airtight,0,1
152,Refrigerator,None (plain dal),Medium,1,Open to air,0,1
122,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Open to air,0,0
153,Refrigerator,Tomatoes,Medium,1,Airtight,0,1
160,Refrigerator,Tomatoes,Medium,2,Covered (not airtight),1,1
135,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),1,Covered (not airtight),0,0
167,Refrigerator,Tomatoes,Thick (low water),2,Covered (not airtight),1,1
4,Refrigerator,None (plain dal),Thick (low water),1,Covered (not airtight),0,0
155,Refrigerator,Tomatoes,Watery (thin),1,Open to air,0,1
135,Refrigerator,Tomatoes,Watery (thin),6,Airtight,3,2
91,Room Temperature,Tomatoes,Medium,91,Airtight,4,3
124,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,0
163,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,1,1
85,Refrigerator,Tomatoes,Thick (low water),3,Covered (not airtight),0,0
103,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
106,Room Temperature,Tomatoes,Thick (low water),106,Covered (not airtight),3,3
64,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Airtight,0,0
136,Room Temperature,Tomatoes,Medium,136,Covered (not airtight),4,3
33,Refrigerator,Tomatoes,Watery (thin),4,Airtight,0,1
10,Room Temperature,None (plain dal),Watery (thin),10,Airtight,3,2
31,Refrigerator,Tomatoes,Medium,4,Airtight,1,1
3,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
39,Refrigerator,Tomatoes,Medium,2,Airtight,0,0
129,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
132,Refrigerator,None (plain dal),Medium,1,Airtight,0,1
161,Refrigerator,None (plain dal),Watery (thin),1,Airtight,2,2
8,Refrigerator,None (plain dal),Thick (low water),4,Airtight,1,1
14,Refrigerator,Tomatoes,Watery (thin),1,Covered (not airtight),0,0
45,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),3,Airtight,0,0
147,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,1
73,Refrigerator,None (plain dal),Medium,1,Airtight,0,1
34,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
11,Refrigerator,None (plain dal),Medium,2,Covered (not airtight),0,0
114,Refrigerator,None (plain dal),Medium,3,Airtight,0,1
124,Refrigerator,None (plain dal),Thick (low water),4,Open to air,1,1
107,Refrigerator,Tomatoes,Watery (thin),3,Open to air,0,1
124,Refrigerator,Tomatoes,Medium,2,Airtight,0,1
145,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,4,Airtight,0,1
72,Refrigerator,None (plain dal),Medium,1,Airtight,0,1
109,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),0,1
78,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,0
118,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,2,Open to air,0,0
19,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Airtight,0,0
32,Refrigerator,Tomatoes,Medium,2,Open to air,0,0
15,Refrigerator,Tomatoes,Medium,2,Open to air,0,0
4,Refrigerator,None (plain dal),Medium,1,Airtight,0,0
156,Room Temperature,Tomatoes,Thick (low water),156,Airtight,4,3
73,Refrigerator,Tomatoes,Medium,4,Airtight,1,1
136,Refrigerator,Tomatoes,Thick (low water),2,Airtight,0,0
136,Room Temperature,Tomatoes,Thick (low water),136,Covered (not airtight),3,3
1,Room Temperature,Tomatoes,Medium,1,Covered (not airtight),0,0
31,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
149,Room Temperature,Tomatoes,Medium,149,Airtight,4,3
159,Refrigerator,None (plain dal),Medium,1,Covered (not airtight),0,1
155,Refrigerator,Tomatoes,Watery (thin),2,Airtight,0,1
9,Refrigerator,None (plain dal),Medium,2,Airtight,0,0
167,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Covered (not airtight),2,1
47,Refrigerator,Tomatoes,Medium,3,Airtight,0,0
85,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Thick (low water),2,Airtight,0,0
17,Refrigerator,Tomatoes,Medium,1,Open to air,0,0
21,Refrigerator,Tomatoes,Thick (low water),6,Covered (not airtight),1,1
10,Refrigerator,None (plain dal),Watery (thin),3,Airtight,0,1
162,Refrigerator,Tomatoes,Medium,1,Covered (not airtight),1,1
146,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,4,Airtight,1,1
38,Refrigerator,None (plain dal),Watery (thin),1,Airtight,0,0
13,Refrigerator,Tomatoes,Watery (thin),1,Airtight,0,0
30,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),3,Airtight,0,0
133,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
158,Refrigerator,None (plain dal),Medium,3,Covered (not airtight),0,1
124,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
153,Refrigerator,Tomatoes,Thick (low water),3,Open to air,0,1
90,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,4,Airtight,0,1
123,Room Temperature,Tomatoes,Medium,123,Airtight,4,3
53,Refrigerator,Tomatoes,Medium,2,Open to air,0,0
140,Refrigerator,Tomatoes,Thick (low water),1,Airtight,0,0
114,Refrigerator,None (plain dal),Medium,3,Airtight,0,1
160,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),160,Airtight,3,3
2,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),2,Airtight,0,0
156,Room Temperature,Tomatoes,Medium,156,Airtight,4,3
79,Refrigerator,None (plain dal),Medium,2,Covered (not airtight),2,1
122,Room Temperature,Tamarind/Lemon/Yogurt (High Acidity),Medium,122,Airtight,4,3
162,Refrigerator,None (plain dal),Thick (low water),2,Covered (not airtight),1,1
145,Room Temperature,Tomatoes,Medium,145,Airtight,4,3
111,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Watery (thin),1,Airtight,0,0
25,Refrigerator,None (plain dal),Watery (thin),3,Covered (not airtight),0,1
55,Refrigerator,Tomatoes,Medium,3,Airtight,0,0
130,Refrigerator,Tamarind/Lemon/Yogurt (High Acidity),Medium,1,Airtight,0,0
59,Refrigerator,None (plain dal),Thick (low water),2,Open to air,0,0
142,Refrigerator,None (plain dal),Thick (low water),3,Airtight,1,1
164,Refrigerator,Tomatoes,Medium,6,Airtight,2,1
37,Refrigerator,Tomatoes,Watery (thin),1,Airtight,0,0
167,Refrigerator,Tomatoes,Medium,4,Covered (not airtight),1,1
8,Refrigerator,Tomatoes,Watery (thin),1,Airtight,0,0
