time_since_cooking_hr,storage_location,storage_container,fat_content,ambient_season,observed_texture,observed_appearance,roti_state
14,Freezer,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
62,Refrigerator,Open Plate,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
6,Room Temperature,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
32,Room Temperature,Airtight Container,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
32,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
77,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
88,Refrigerator,Cloth Wrap,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
3,Room Temperature,Casserole/Hotpot,None (plain),Summer (Hot),Soft & Pliable,Normal,0
89,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
26,Room Temperature,Open Plate,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
9,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
83,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
33,Refrigerator,Casserole/Hotpot,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
62,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
30,Freezer,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
55,Refrigerator,Open Plate,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
63,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
33,Room Temperature,Open Plate,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
30,Room Temperature,Airtight Container,None (plain),Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
18,Room Temperature,Open Plate,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
4,Room Temperature,Cloth Wrap,None (plain),Summer (Hot),Soft & Pliable,Normal,0
1,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
49,Refrigerator,Aluminum Foil,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
17,Room Temperature,Airtight Container,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
14,Room Temperature,Airtight Container,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
39,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
43,Room Temperature,Airtight Container,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
85,Freezer,Casserole/Hotpot,None (plain),Summer (Hot),Soft & Pliable,Normal,0
22,Refrigerator,Airtight Container,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
40,Room Temperature,Aluminum Foil,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
82,Refrigerator,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
39,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
23,Room Temperature,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
74,Refrigerator,Airtight Container,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
20,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
44,Room Temperature,Open Plate,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
89,Refrigerator,Cloth Wrap,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
48,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
13,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
8,Refrigerator,Airtight Container,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
19,Refrigerator,Casserole/Hotpot,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
19,Refrigerator,Aluminum Foil,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
74,Freezer,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
24,Room Temperature,Aluminum Foil,None (plain),Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
27,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
78,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
26,Refrigerator,Casserole/Hotpot,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
70,Freezer,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Soft & Pliable,Normal,0
27,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
53,Freezer,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
73,Refrigerator,Aluminum Foil,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
13,Refrigerator,Open Plate,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
74,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
26,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
44,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Slimy/Sticky,Visible Mold (any color),3
45,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
28,Room Temperature,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
45,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
80,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
41,Room Temperature,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
82,Refrigerator,Aluminum Foil,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
68,Freezer,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
7,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
96,Refrigerator,Casserole/Hotpot,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
39,Room Temperature,Casserole/Hotpot,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
55,Freezer,Casserole/Hotpot,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
22,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
46,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
75,Refrigerator,Aluminum Foil,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
45,Room Temperature,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
12,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
82,Refrigerator,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
5,Room Temperature,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
46,Room Temperature,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
25,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
17,Refrigerator,Airtight Container,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
5,Room Temperature,Cloth Wrap,None (plain),Summer (Hot),Soft & Pliable,Normal,0
18,Refrigerator,Casserole/Hotpot,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
15,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
37,Room Temperature,Open Plate,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
6,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
56,Refrigerator,Aluminum Foil,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
38,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Slimy/Sticky,Visible Mold (any color),3
43,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
4,Room Temperature,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
22,Room Temperature,Airtight Container,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
9,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
17,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
4,Room Temperature,Cloth Wrap,None (plain),Summer (Hot),Soft & Pliable,Normal,0
29,Room Temperature,Casserole/Hotpot,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
20,Freezer,Airtight Container,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
90,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
74,Refrigerator,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
10,Refrigerator,Casserole/Hotpot,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
85,Refrigerator,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
1,Room Temperature,Open Plate,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
43,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
21,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
28,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
23,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
24,Refrigerator,Casserole/Hotpot,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
57,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
74,Freezer,Open Plate,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
63,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
34,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
71,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
57,Refrigerator,Cloth Wrap,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
15,Room Temperature,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
76,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
33,Refrigerator,Casserole/Hotpot,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
3,Room Temperature,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
3,Room Temperature,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Soft & Pliable,Normal,0
46,Freezer,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
28,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
14,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
92,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
34,Room Temperature,Aluminum Foil,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
61,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
37,Room Temperature,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
12,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
34,Refrigerator,Aluminum Foil,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
19,Refrigerator,Open Plate,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
37,Room Temperature,Aluminum Foil,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
27,Room Temperature,Airtight Container,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
10,Room Temperature,Cloth Wrap,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
30,Room Temperature,Airtight Container,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
34,Room Temperature,Airtight Container,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
72,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
6,Room Temperature,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
38,Freezer,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
24,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
16,Refrigerator,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
15,Freezer,Casserole/Hotpot,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
28,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
43,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
68,Refrigerator,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
62,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
11,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
78,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
68,Refrigerator,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
1,Room Temperature,Cloth Wrap,None (plain),Summer (Hot),Soft & Pliable,Normal,0
68,Refrigerator,Aluminum Foil,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
44,Refrigerator,Casserole/Hotpot,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
64,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
30,Refrigerator,Open Plate,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
43,Freezer,Cloth Wrap,None (plain),Winter (Cool/Dry),Soft & Pliable,Normal,0
27,Room Temperature,Casserole/Hotpot,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
20,Room Temperature,Open Plate,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
10,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
30,Room Temperature,Cloth Wrap,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
95,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
20,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Winter (Cool/Dry),Soft & Pliable,Normal,0
13,Refrigerator,Airtight Container,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
59,Refrigerator,Casserole/Hotpot,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
6,Freezer,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
37,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
46,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
7,Room Temperature,Cloth Wrap,None (plain),Summer (Hot),Soft & Pliable,Normal,0
8,Room Temperature,Airtight Container,None (plain),Summer (Hot),Soft & Pliable,Normal,0
32,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
8,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
41,Room Temperature,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
2,Room Temperature,Open Plate,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
55,Refrigerator,Open Plate,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
8,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
61,Freezer,Casserole/Hotpot,None (plain),Summer (Hot),Soft & Pliable,Normal,0
94,Refrigerator,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
79,Refrigerator,Casserole/Hotpot,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
26,Room Temperature,Aluminum Foil,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
18,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
30,Room Temperature,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
75,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
8,Refrigerator,Airtight Container,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
55,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
6,Refrigerator,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
14,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
78,Refrigerator,Casserole/Hotpot,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
22,Refrigerator,Airtight Container,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
19,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
40,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
44,Room Temperature,Aluminum Foil,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
80,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
75,Refrigerator,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
3,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
17,Room Temperature,Cloth Wrap,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
29,Refrigerator,Casserole/Hotpot,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
79,Freezer,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
60,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
32,Room Temperature,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
21,Refrigerator,Cloth Wrap,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
22,Room Temperature,Aluminum Foil,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
8,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
12,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Soft & Pliable,Normal,0
32,Room Temperature,Casserole/Hotpot,None (plain),Summer (Hot),Slightly Dry (but foldable),Normal,1
66,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
9,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
96,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
77,Refrigerator,Aluminum Foil,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
30,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
86,Refrigerator,Open Plate,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
16,Room Temperature,Airtight Container,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
96,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
35,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
95,Refrigerator,Open Plate,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
48,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Slimy/Sticky,Visible Mold (any color),3
24,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
3,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
5,Room Temperature,Open Plate,None (plain),Summer (Hot),Soft & Pliable,Normal,0
20,Room Temperature,Aluminum Foil,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
35,Room Temperature,Open Plate,None (plain),Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
56,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
20,Refrigerator,Open Plate,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
42,Room Temperature,Open Plate,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
57,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
53,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
46,Room Temperature,Aluminum Foil,None (plain),Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
81,Refrigerator,Aluminum Foil,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
65,Freezer,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
8,Room Temperature,Casserole/Hotpot,None (plain),Summer (Hot),Soft & Pliable,Normal,0
40,Room Temperature,Airtight Container,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
35,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
43,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Slightly Dry (but foldable),Normal,1
39,Refrigerator,Aluminum Foil,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
30,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
35,Refrigerator,Casserole/Hotpot,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
58,Refrigerator,Casserole/Hotpot,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
60,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
67,Refrigerator,Airtight Container,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
30,Refrigerator,Open Plate,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
68,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Winter (Cool/Dry),Hard/Brittle (cracks when folded),Normal,2
32,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
12,Room Temperature,Cloth Wrap,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
20,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
39,Refrigerator,Airtight Container,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
14,Refrigerator,Casserole/Hotpot,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
31,Refrigerator,Open Plate,None (plain),Monsoon (Humid),Hard/Brittle (cracks when folded),Normal,2
17,Refrigerator,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
30,Room Temperature,Casserole/Hotpot,None (plain),Monsoon (Humid),Slightly Dry (but foldable),Normal,1
18,Room Temperature,Aluminum Foil,None (plain),Winter (Cool/Dry),Slightly Dry (but foldable),Normal,1
8,Room Temperature,Cloth Wrap,None (plain),Monsoon (Humid),Soft & Pliable,Normal,0
43,Room Temperature,Cloth Wrap,None (plain),Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
10,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
4,Room Temperature,Airtight Container,None (plain),Winter (Cool/Dry),Soft & Pliable,Normal,0
86,Refrigerator,Airtight Container,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
57,Refrigerator,Cloth Wrap,Ghee/Oil applied on top,Summer (Hot),Hard/Brittle (cracks when folded),Normal,2
36,Room Temperature,Casserole/Hotpot,Ghee/Oil applied on top,Summer (Hot),Slightly Dry (but foldable),Normal,1
42,Room Temperature,Casserole/Hotpot,None (plain),Monsoon (Humid),Slimy/Sticky,Visible Mold (any color),3
6,Freezer,Casserole/Hotpot,Ghee/Oil applied on top,Monsoon (Humid),Soft & Pliable,Normal,0
